Journal name,Created at,Gender,Demographics,Comment count,Comment quality,Editor experience,Professional status,Verdict,Second verdict,Response time,Time from acceptance to publication,Date of acceptance,Blurb
Ergo: An Open Access Journal of Philosophy,2022-11-29 03:12:36 UTC,,,2,4,1,Other,Revise and resubmit,Rejection,2.0,,,"Originally an R&R with positive reviewer comments. After one round of revision, a referee wanted a few additional changes (largely based on new concerns), and Ergo decided to reject outright because, so they claim, they don't do multiple rounds of revision for some unfathomable reason. Authors can't do anything to prevent reviewers from raising additional concerns post-revision, and Ergo has apparently decided that this should absolutely preclude authors from publishing, after they have poured *hours* into revising and responding carefully to referee comments? Very frustrating."
Philosophy and Public Affairs,2022-11-28 19:39:31 UTC,,,2,5,5,Other,Revise and resubmit,Acceptance,3.0,,,""
Ethics,2022-11-28 14:03:39 UTC,Male,White,2,3,3,Tenured faculty,Rejection,,6.0,,,
Journal of Value Inquiry,2022-11-27 22:41:39 UTC,,,2,5,5,Graduate student,Rejection,,2.77,,,
Journal of Philosophy,2022-11-24 19:39:00 UTC,,,1,1,2,Graduate student,Rejection,,6.0,,,
Journal of Philosophy,2022-11-24 19:38:19 UTC,,,1,2,2,Graduate student,Rejection,,7.0,,,
Ethics,2022-11-23 07:24:35 UTC,Male,White,2,4,2,Adjunct,Rejection,,5.5,,,
Politics Philosophy and Economics,2022-11-23 07:23:31 UTC,Male,White,2,3,4,Adjunct,Rejection,,4.0,,,
Philosophy of Science,2022-11-22 16:59:54 UTC,Male,White,2,4,4,Non-tenure track faculty,Revise and resubmit,Acceptance,1.0,,2022-10-12 00:00:00 UTC,""
Philosophical Quarterly,2022-11-21 19:15:32 UTC,Male,White,0,,4,Tenured faculty,Rejection,,0.7,,,""
Philosophical Quarterly,2022-11-21 18:58:31 UTC,Male,White,0,,5,Tenure track faculty,Rejection,,0.5,,,
Philosophy,2022-11-21 07:23:19 UTC,Male,Asian,2,4,4,Non-tenure track faculty,Revise and resubmit,Rejection,2.0,,,
British Journal of Aesthetics,2022-11-17 14:01:13 UTC,Male,White,2,4,4,Non-tenure track faculty,Rejection,,2.0,,,
Journal of Philosophy,2022-11-17 10:00:47 UTC,Male,White,0,,1,Graduate student,Rejection,,4.5,,,
Philosophical Studies,2022-11-03 16:12:30 UTC,Male,Asian,2,4,2,Tenured faculty,Revise and resubmit,Rejection,4.0,,,
Ethics,2022-11-03 02:53:52 UTC,Male,Asian,0,,,Graduate student,Rejection,,3.0,,,
Synthese,2022-11-01 12:38:27 UTC,,,2,5,5,Other,Revise and resubmit,Acceptance,2.5,,,""
Philosophy of Science,2022-10-30 20:30:32 UTC,Female,White,0,,1,Tenure track faculty,Withdraw,,12.0,,,
Canadian Journal of Philosophy,2022-10-29 07:54:41 UTC,Male,Asian,0,,3,Non-tenure track faculty,Rejection,,1.5,,,
Classical Quarterly,2022-10-28 18:59:02 UTC,Male,White,1,3,5,Graduate student,Acceptance,,5.0,,2022-10-28 00:00:00 UTC,
Ethics,2022-10-28 16:42:03 UTC,Female,White,2,3,5,Graduate student,Rejection,,6.0,,,""
Philosophers' Imprint,2022-10-28 16:41:02 UTC,Female,White,0,,2,Graduate student,Rejection,,3.0,,,""
Ergo: An Open Access Journal of Philosophy,2022-10-28 16:40:06 UTC,Female,White,0,,3,Graduate student,Rejection,,0.25,,,""
Mind,2022-10-27 10:02:08 UTC,Male,White,0,,2,Graduate student,Rejection,,5.0,,,
Technology in Society,2022-10-21 19:21:38 UTC,Male,White,0,,1,Tenured faculty,Withdraw,,11.0,,,
Journal of Philosophy,2022-10-20 04:31:55 UTC,Male,White,1,3,4,Non-tenure track faculty,Rejection,,6.0,,,
Journal of the American Philosophical Association,2022-10-17 20:32:43 UTC,,"Hispanic/Latina/Latino, White",2,4,4,Non-tenure track faculty,Rejection,,2.0,,,
Archiv für Geschichte der Philosophie,2022-10-16 14:55:48 UTC,Female,White,2,4,5,Tenure track faculty,Acceptance,,9.0,,2021-12-24 00:00:00 UTC,
Philosophical Studies,2022-10-12 17:14:42 UTC,,,1,3,,Non-tenure track faculty,Rejection,,5.5,,,
Philosophical Studies,2022-10-12 05:10:58 UTC,Prefer not to answer,,0,,,Tenured faculty,Rejection,,0.3,,,""
Philosophical Review,2022-10-11 21:36:04 UTC,Male,Black,0,,5,Tenured faculty,Rejection,,0.5,,,
Ergo: An Open Access Journal of Philosophy,2022-10-06 06:41:48 UTC,Male,White,0,,2,Tenure track faculty,Rejection,,0.8,,,
Analysis,2022-10-04 23:39:48 UTC,Male,White,1,2,3,Non-tenure track faculty,Rejection,,3.0,,,
Ergo: An Open Access Journal of Philosophy,2022-10-03 18:46:11 UTC,Male,White,1,3,3,Tenured faculty,Rejection,,0.8,,,""
Ethics,2022-10-02 22:27:22 UTC,Male,Asian,0,,,Graduate student,Rejection,,3.3,,,
Ergo: An Open Access Journal of Philosophy,2022-10-01 05:04:01 UTC,Male,,0,,,Tenured faculty,Rejection,,0.2,,,""
Hopos: The Journal of the International Society for the History of Philosophy of Science,2022-09-27 23:45:23 UTC,,,1,4,5,Graduate student,Rejection,,1.75,,,
British Journal for the Philosophy of Science,2022-09-27 22:13:35 UTC,Male,Black,1,3,4,Graduate student,Rejection,,3.0,,,
Journal of Medical Ethics,2022-09-25 10:01:34 UTC,Male,,0,,5,Graduate student,Acceptance,,0.25,0.25,2022-07-29 00:00:00 UTC,
Journal of Medical Ethics,2022-09-25 10:00:36 UTC,Male,,2,4,5,Graduate student,Acceptance,,2.0,0.25,2022-01-03 00:00:00 UTC,
Synthese,2022-09-25 09:59:25 UTC,Male,,2,4,4,Graduate student,Rejection,,2.0,,,
Proceedings of the Aristotelian Society,2022-09-25 09:58:51 UTC,Male,,1,3,4,Graduate student,Rejection,,0.25,,,
Ethics,2022-09-25 09:57:49 UTC,Male,,0,,2,Graduate student,Rejection,,2.0,,,
Journal of Ethics and Social Philosophy,2022-09-25 09:57:07 UTC,Male,,2,5,5,Graduate student,Rejection,,1.0,,,
Philosophical Quarterly,2022-09-23 09:05:10 UTC,Male,White,1,4,4,Graduate student,Rejection,,2.3,,,
Journal of Aesthetics and Art Criticism,2022-09-19 13:06:48 UTC,Male,White,2,3,5,Non-tenure track faculty,Rejection,,1.0,,,
Philosophical Quarterly,2022-09-19 13:06:00 UTC,Male,White,0,,4,Non-tenure track faculty,Rejection,,1.0,,,
British Journal for the History of Philosophy,2022-09-17 10:25:11 UTC,,,2,4,3,Graduate student,Revise and resubmit,Rejection,3.5,,,
Philosophy and Public Affairs,2022-09-16 14:46:40 UTC,Male,White,1,3,3,Non-tenure track faculty,Rejection,,2.5,,,
Archiv für Geschichte der Philosophie,2022-09-15 13:51:30 UTC,Male,White,2,5,5,Non-tenure track faculty,Rejection,,2.5,,,
British Journal for the History of Philosophy,2022-09-05 23:10:56 UTC,Female,White,1,4,5,Graduate student,Rejection,,0.5,,,
Philosophy and Public Affairs,2022-09-05 12:42:33 UTC,,Middle Eastern/North African,1,2,4,Tenure track faculty,Rejection,,3.0,,,
Analysis,2022-09-02 16:57:17 UTC,,,2,5,4,Other,Rejection,,3.0,,,""
Philosophy and Public Affairs,2022-09-01 14:35:25 UTC,,,2,5,,Graduate student,Rejection,,3.0,,,
Philosophical Studies,2022-09-01 10:52:35 UTC,Male,White,0,,2,Tenured faculty,Rejection,,0.5,,,""
Philosophical Quarterly,2022-08-31 21:12:59 UTC,Male,White,2,3,4,Tenured faculty,Rejection,,2.5,,,
Synthese,2022-08-31 05:12:05 UTC,Male,Asian,0,,1,Non-tenure track faculty,Rejection,,2.0,,,
Mind,2022-08-30 11:36:27 UTC,,,2,5,5,Graduate student,Rejection,,3.3,,,
The Journal of Ethics,2022-08-29 16:11:10 UTC,,,1,3,,Graduate student,Rejection,,1.0,,,
Journal of Political Philosophy,2022-08-28 01:14:30 UTC,,,1,2,5,Graduate student,Rejection,,4.0,,,
Southern Journal of Philosophy,2022-08-25 20:05:48 UTC,Male,Middle Eastern/North African,2,4,5,Graduate student,Revise and resubmit,Acceptance,4.5,,,""
Asian Journal of Philosophy,2022-08-23 04:05:48 UTC,Male,White,2,1,1,Tenured faculty,Rejection,,4.0,,,The editor always gives you conflicting information. Once was told that the paper was under review but it turned out to be not the case. 
Erkenntnis,2022-08-22 14:59:52 UTC,Male,White,2,4,5,Graduate student,Rejection,,2.5,,,
European Journal of Philosophy,2022-08-21 18:33:59 UTC,,,1,3,3,Tenure track faculty,Acceptance,,5.0,,,
Journal of Ethics and Social Philosophy,2022-08-21 18:33:08 UTC,,,0,,3,Tenure track faculty,Rejection,,1.0,,,
Philosophical Studies,2022-08-21 18:32:13 UTC,,,0,,3,Tenure track faculty,Rejection,,1.0,,,
Canadian Journal of Philosophy,2022-08-21 18:31:08 UTC,,,2,3,3,Tenure track faculty,Revise and resubmit,Rejection,4.0,,,
Journal of the American Philosophical Association,2022-08-21 18:29:41 UTC,,,2,3,3,Tenure track faculty,Acceptance,,2.0,,,
European Journal of Philosophy,2022-08-21 18:28:22 UTC,,,1,1,4,Tenure track faculty,Rejection,,0.25,,,
Journal of Value Inquiry,2022-08-21 18:26:31 UTC,,,1,3,4,Tenure track faculty,Rejection,,2.0,,,
Mind and Language,2022-08-19 21:33:14 UTC,Male,White,0,,,Tenure track faculty,Rejection,,0.1,,,
European Journal of Philosophy,2022-08-18 15:37:20 UTC,Male,White,0,,,Tenure track faculty,Rejection,,0.1,,,
Ergo: An Open Access Journal of Philosophy,2022-08-17 14:37:21 UTC,Male,Hispanic/Latina/Latino,2,4,5,Graduate student,Acceptance,,1.3,1.3,2022-07-12 00:00:00 UTC,
Mind and Language,2022-08-17 13:59:46 UTC,Female,White,2,4,5,Non-tenure track faculty,Revise and resubmit,Acceptance,2.8,,,
Southern Journal of Philosophy,2022-08-15 11:06:42 UTC,Male,White,1,3,4,Non-tenure track faculty,Revise and resubmit,Rejection,7.0,,,
Journal of the American Philosophical Association,2022-08-14 21:50:17 UTC,Male,White,0,,,Tenure track faculty,Rejection,,0.1,,,
Analysis,2022-08-13 01:11:03 UTC,Male,White,2,2,2,Tenure track faculty,Rejection,,3.5,,,"You don't need 3.5 months to read a four-page paper, do you?"
Erkenntnis,2022-08-10 13:14:36 UTC,Male,White,2,3,5,Tenure track faculty,Rejection,,2.7,,,
Journal of Moral Philosophy,2022-08-08 15:56:46 UTC,Male,White,0,,4,Graduate student,Rejection,,0.2,,,
Philosophia,2022-08-07 15:24:46 UTC,Male,White,1,4,5,Tenure track faculty,Rejection,,0.2,,,
Philosophers' Imprint,2022-08-06 21:10:08 UTC,Male,White,0,,,Tenure track faculty,Rejection,,1.5,,,
Philosophia,2022-08-05 17:53:23 UTC,Male,White,1,4,4,Non-tenure track faculty,Revise and resubmit,Acceptance,4.0,,,
Ethics,2022-08-04 18:21:16 UTC,Male,White,1,4,3,Tenure track faculty,Revise and resubmit,Rejection,1.75,,,
Nous,2022-08-04 18:18:23 UTC,Male,White,0,,3,Tenure track faculty,Rejection,,2.5,,,
Journal of Ethics and Social Philosophy,2022-08-04 16:15:18 UTC,,,0,,2,Tenure track faculty,Rejection,,0.5,,,""
Journal of Moral Philosophy,2022-08-02 22:54:40 UTC,Male,White,1,1,3,Tenured faculty,Rejection,,7.0,,,
Canadian Journal of Philosophy,2022-08-02 15:59:40 UTC,Male,White,1,2,3,Graduate student,Rejection,,0.72,,,
Australasian Journal of Philosophy,2022-07-30 11:59:26 UTC,Male,White,1,1,2,Graduate student,Rejection,,4.5,,,
Theoria,2022-07-29 03:57:12 UTC,Male,Asian,2,4,4,Graduate student,Revise and resubmit,Acceptance,12.0,,,
Analysis,2022-07-29 02:55:23 UTC,Male,,1,4,5,Non-tenure track faculty,Rejection,,0.3,,,
Social Theory and Practice,2022-07-27 14:46:19 UTC,Female,White,2,4,5,Tenure track faculty,Revise and resubmit,Acceptance,4.0,,,
Journal of Global Ethics,2022-07-27 14:44:32 UTC,Female,White,2,3,4,Tenure track faculty,Acceptance,,27.0,,2022-07-24 00:00:00 UTC,
Ethics,2022-07-27 11:31:56 UTC,,,0,,1,Other,Rejection,,3.0,,,""
Ethical Theory and Moral Practice,2022-07-26 15:03:54 UTC,Male,"Middle Eastern/North African, Asian",2,4,,Graduate student,Rejection,,2.5,,,""
Utilitas,2022-07-25 02:36:19 UTC,Male,Asian,2,4,4,Non-tenure track faculty,Rejection,,2.0,,,
Southern Journal of Philosophy,2022-07-21 00:20:21 UTC,Male,White,1,4,3,Non-tenure track faculty,Revise and resubmit,Rejection,3.0,,,
Journal of Aesthetics and Art Criticism,2022-07-19 10:28:38 UTC,Male,White,2,4,4,Graduate student,Rejection,,1.96,,,
Techne,2022-07-19 08:50:31 UTC,,White,2,2,3,Non-tenure track faculty,Rejection,,7.0,,,
Philosophy Today,2022-07-19 08:49:32 UTC,,White,2,3,3,Non-tenure track faculty,Revise and resubmit,Acceptance,3.8,,,
Ethics and Information Technology,2022-07-19 08:48:28 UTC,,White,2,4,2,Tenure track faculty,Revise and resubmit,Acceptance,8.0,,,
Philosophy & Technology,2022-07-19 08:47:12 UTC,,White,2,3,4,Tenure track faculty,Revise and resubmit,Acceptance,2.7,,,
Australasian Journal of Philosophy,2022-07-14 21:13:01 UTC,,,1,2,3,Tenure track faculty,Rejection,,3.5,,,""
Elenchos,2022-07-13 20:32:14 UTC,Male,White,1,3,5,Non-tenure track faculty,Revise and resubmit,Acceptance,6.5,,,
Archiv für Geschichte der Philosophie,2022-07-13 16:44:39 UTC,,,2,4,4,Tenured faculty,Rejection,,4.0,,,
Journal of Moral Philosophy,2022-07-13 12:45:59 UTC,Female,Middle Eastern/North African,2,5,5,Tenure track faculty,Revise and resubmit,Acceptance,7.0,,,
Analysis,2022-07-12 19:39:41 UTC,,,1,4,5,Tenure track faculty,Rejection,,2.5,,,
Australasian Journal of Philosophy,2022-07-11 16:30:24 UTC,Male,White,1,3,5,Graduate student,Rejection,,0.63,,,
Philosophical Quarterly,2022-07-06 15:58:22 UTC,Male,White,1,1,3,Graduate student,Rejection,,1.0,,,""
Philosophical Studies,2022-07-06 15:54:36 UTC,Male,White,0,,2,Non-tenure track faculty,Rejection,,0.4,,,""
Mind,2022-07-06 15:53:18 UTC,Male,White,0,,2,Non-tenure track faculty,Rejection,,0.3,,,""
Journal of Philosophy,2022-07-06 13:58:29 UTC,Male,White,1,1,3,Non-tenure track faculty,Rejection,,7.0,,,""
Journal of Philosophy,2022-07-06 13:57:29 UTC,Male,White,1,3,3,Non-tenure track faculty,Rejection,,5.0,,,""
Journal of Philosophy,2022-07-06 13:56:22 UTC,Male,White,1,1,4,Non-tenure track faculty,Rejection,,5.0,,,""
Theory and Decision,2022-07-06 13:52:52 UTC,Male,White,0,,4,Non-tenure track faculty,Rejection,,1.3,,,""
Philosophers' Imprint,2022-07-06 13:51:54 UTC,Male,White,0,,3,Non-tenure track faculty,Rejection,,0.2,,,""
Canadian Journal of Philosophy,2022-07-06 13:50:43 UTC,Male,White,0,,3,Non-tenure track faculty,Rejection,,0.9,,,""
Journal of Ethics and Social Philosophy,2022-07-05 17:26:56 UTC,Male,Hispanic/Latina/Latino,1,2,3,Tenure track faculty,Rejection,,12.0,,,
Philosophers' Imprint,2022-07-03 06:19:54 UTC,,,0,,,Graduate student,Rejection,,1.2,,,
Journal of Political Philosophy,2022-06-30 09:45:11 UTC,Male,White,1,3,3,Adjunct,Rejection,,1.0,,,
Ethical Theory and Moral Practice,2022-06-27 20:02:53 UTC,,,0,,3,Graduate student,Rejection,,1.2,,,""
Philosophical Quarterly,2022-06-27 19:18:04 UTC,,,0,,2,Other,Rejection,,1.1,,,""
Journal of the American Philosophical Association,2022-06-24 08:24:05 UTC,Male,White,1,2,3,Tenured faculty,Revise and resubmit,Rejection,3.0,,,"The referee raised entirely new objections, some of which miss crucial and explicit parts of the paper’s argument. The initial comments provided were relatively succinct and easy to address. I had to wait over four months for this second verdict which seems to ignore the fact that I addressed all the initial comments. "
Mind,2022-06-23 15:53:55 UTC,Male,White,0,,,Tenure track faculty,Rejection,,0.75,,,
Philosophical Studies,2022-06-22 12:49:46 UTC,Male,White,2,2,3,Tenure track faculty,Rejection,,12.0,,,
Journal of Philosophy,2022-06-22 12:10:50 UTC,,,0,,1,Non-tenure track faculty,Rejection,,6.0,,,""
Philosophical Quarterly,2022-06-22 12:10:20 UTC,Male,,2,4,5,Non-tenure track faculty,Revise and resubmit,Acceptance,2.3,,,""
Ratio,2022-06-21 16:11:46 UTC,Male,Middle Eastern/North African,1,4,5,Graduate student,Revise and resubmit,Acceptance,1.0,,,""
Acta Analytica,2022-06-20 21:04:15 UTC,Male,White,1,3,5,Tenure track faculty,Rejection,,2.0,,,
Philosophical Psychology,2022-06-20 13:21:21 UTC,Male,"Hispanic/Latina/Latino, White",2,5,4,Tenured faculty,Revise and resubmit,Acceptance,16.6,,,""
Philosophical Studies,2022-06-17 20:42:29 UTC,,,1,5,3,Graduate student,Rejection,,1.9,,,
Analysis,2022-06-14 03:14:24 UTC,,,0,,5,Non-tenure track faculty,Rejection,,0.7,,,
Australasian Journal of Philosophy,2022-06-10 18:43:08 UTC,,,1,3,2,Other,Rejection,,3.5,,,"The editor was very respectful and the review comments were somewhat helpful. The report was clearly fairly positive and read like an R&R. Editors rejected in virtue of the comments not being a ""strong"" enough positive recommendation and without even sending to a second referee. It also seems to me that a journal *this* determined to reject viable papers for reasons of space, even ignoring what was probably an R&R recommendation, should desk reject more often so as to reduce wait times and allow themselves more space to respect referee reports. Not recommended for those up against any kind of deadline."
Philosophers’ Imprint,2022-06-07 18:34:48 UTC,Male,White,0,,4,Adjunct,Rejection,,1.0,,,
Philosophical Studies,2022-06-07 08:54:34 UTC,Male,White,0,,,Tenure track faculty,Rejection,,0.25,,,
Australasian Journal of Philosophy,2022-06-06 17:15:27 UTC,,,0,,4,Graduate student,Rejection,,1.0,,,
Synthese,2022-06-03 15:04:21 UTC,,,2,5,5,Graduate student,Rejection,,4.0,,,
Studies in History and Philosophy of Science Part A,2022-06-02 16:06:05 UTC,Male,White,0,,5,Non-tenure track faculty,Rejection,,0.5,,,
Analysis,2022-06-02 08:25:33 UTC,Male,"Indigenous North, Central or South American, White",1,3,5,Graduate student,Rejection,,0.3,,,
"Politics, Philosophy and Economics",2022-05-31 12:00:17 UTC,Male,White,1,3,2,Tenured faculty,Revise and resubmit,Rejection,10.0,,,
Studies in History and Philosophy of Science Part A,2022-05-29 20:36:15 UTC,,,2,4,,Graduate student,Revise and resubmit,Acceptance,6.0,,,
Synthese,2022-05-25 15:05:57 UTC,,,2,4,5,Graduate student,Revise and resubmit,Acceptance,4.0,,,
Ethics,2022-05-25 14:33:49 UTC,Male,Asian,0,,2,Non-tenure track faculty,Rejection,,2.5,,,
Journal of Political Philosophy,2022-05-25 00:40:08 UTC,,,3,5,5,Tenure track faculty,Rejection,,3.0,,,
Philosophical Studies,2022-05-21 14:51:15 UTC,Male,Asian,2,3,1,Graduate student,Rejection,,13.0,,,
Philosophical Quarterly,2022-05-19 18:28:56 UTC,Male,White,1,3,5,Tenure track faculty,Rejection,,1.5,,,
Philosophy and Public Affairs,2022-05-19 06:30:56 UTC,Male,White,1,3,4,Adjunct,Rejection,,2.3,,,
Archiv für Geschichte der Philosophie,2022-05-19 00:20:52 UTC,,,2,4,,Tenure track faculty,Rejection,,7.0,,,
Journal of Value Inquiry,2022-05-17 15:39:04 UTC,,,2,4,5,Non-tenure track faculty,Revise and resubmit,Acceptance,4.0,,,
Utilitas,2022-05-17 15:36:25 UTC,,,2,3,5,Non-tenure track faculty,Acceptance,,2.0,,2022-05-09 00:00:00 UTC,
Health Care Analysis,2022-05-17 15:34:47 UTC,,,0,,1,Non-tenure track faculty,Withdraw,,6.0,,,
Health Care Analysis,2022-05-17 15:34:11 UTC,,,0,,1,Non-tenure track faculty,Withdraw,,10.0,,,
Australasian Journal of Philosophy,2022-05-14 06:51:44 UTC,,,2,5,5,Non-tenure track faculty,Rejection,,1.0,,,
Analysis,2022-05-12 12:44:37 UTC,Male,White,1,5,5,Non-tenure track faculty,Rejection,,2.0,,,""
Synthese,2022-05-12 12:43:51 UTC,Male,White,3,4,5,Non-tenure track faculty,Revise and resubmit,Acceptance,4.0,,2022-03-25 00:00:00 UTC,""
Analysis,2022-05-11 23:02:26 UTC,Female,White,1,4,4,Tenured faculty,Rejection,,1.0,,,
Journal of Political Philosophy,2022-05-10 06:01:18 UTC,Male,White,0,,4,Non-tenure track faculty,Rejection,,0.5,,,
Journal of Moral Philosophy,2022-05-07 22:19:19 UTC,,,0,,,Tenure track faculty,Rejection,,3.5,,,
Philosophical Quarterly,2022-05-06 15:24:09 UTC,Male,Hispanic/Latina/Latino,1,4,4,Tenure track faculty,Rejection,,2.7,,,
Australasian Journal of Philosophy,2022-05-02 05:49:19 UTC,Male,Asian,2,5,5,Non-tenure track faculty,Revise and resubmit,Acceptance,3.0,,,It's really nice that even during the pandemic the editors managed to find willing and capable reviewers.
Dialogue and Universalism,2022-05-01 03:09:37 UTC,,,1,3,4,Tenure track faculty,Conditional acceptance,Acceptance,4.0,,,""
Southern Journal of Philosophy,2022-05-01 03:07:51 UTC,,,0,,4,Adjunct,Rejection,,2.0,,,""
Epoché: A Journal for the History of Philosophy,2022-05-01 02:55:07 UTC,,,1,1,3,Adjunct,Rejection,,4.0,,,""
Philosophy and Social Criticism,2022-05-01 02:54:07 UTC,,,1,5,5,Adjunct,Revise and resubmit,Acceptance,5.0,,,""
