"id","Journal_name","Create_date","Gender","Demographics","Comment_count","Comment_quality","Editor_experience","Professional_status","Verdict","Second_verdict","Response_time"
1966,"Ethics","2018-08-15 04:00:00 UTC","","",2,"2","","Tenured faculty","Rejection","",2.0
1967,"Episteme","2018-08-15 04:00:00 UTC","Male","White",1,"2","1","Non-tenure track faculty","Rejection","",3.0
1968,"Oxford Studies in Ancient Philosophy","2018-08-12 04:00:00 UTC","","",0,"","3","Non-tenure track faculty","Withdraw","",13.0
1969,"Phronesis","2018-08-12 04:00:00 UTC","","",1,"2","5","Non-tenure track faculty","Rejection","",1.1
1970,"Ethical Theory and Moral Practice","2018-08-10 04:00:00 UTC","","",2,"3","3","Tenured faculty","Revise and resubmit","Acceptance",5.0
1971,"Journal of Moral Philosophy","2018-08-10 04:00:00 UTC","Female","White",2,"5","3","Tenured faculty","Revise and resubmit","Acceptance",12.0
1972,"Hypatia","2018-08-10 04:00:00 UTC","Female","White",2,"5","5","Tenured faculty","Acceptance","",2.0
1973,"Philosophical Studies","2018-08-09 04:00:00 UTC","Female","White",0,"","1","Tenure track faculty","Rejection","",1.0
1974,"Analysis","2018-08-06 04:00:00 UTC","Male","White",1,"2","2","Graduate student","Rejection","",35.0
1975,"European Journal of Philosophy","2018-08-05 04:00:00 UTC","Male","White",1,"4","4","Graduate student","Rejection","",4.5
1976,"Philosophical Studies","2018-08-05 04:00:00 UTC","Male","White",1,"3","4","Graduate student","Rejection","",3.75
1979,"Ethical Theory and Moral Practice","2018-08-03 04:00:00 UTC","Male","Asian",2,"4","4","Tenure track faculty","Rejection","",3.0
1980,"Inquiry","2018-08-02 04:00:00 UTC","Male","White",1,"3","4","Tenure track faculty","Revise and resubmit","Acceptance",5.5
1981,"Philosophy and Phenomenological Research","2018-08-02 04:00:00 UTC","Male","White",1,"4","3","Tenure track faculty","Revise and resubmit","Acceptance",7.0
1982,"Biology and Philosophy","2018-08-02 04:00:00 UTC","Male","White",1,"4","5","Tenure track faculty","Conditional acceptance","Acceptance",2.5
1983,"Dialectica","2018-08-01 04:00:00 UTC","","",1,"3","1","Tenure track faculty","Acceptance","",8.5
1984,"Philosophers' Imprint","2018-07-31 04:00:00 UTC","Male","Asian",0,"","3","Graduate student","Rejection","",1.5
1985,"Journal of Social Philosophy","2018-07-30 04:00:00 UTC","Female","White",2,"3","4","Other","Revise and resubmit","Rejection",9.0
1986,"Synthese","2018-07-29 04:00:00 UTC","Male","White",2,"5","4","Non-tenure track faculty","Rejection","",2.5
1988,"Social Theory and Practice","2018-07-25 04:00:00 UTC","","",2,"4","1","Graduate student","Rejection","",8.0
1989,"Journal of Ethics & Social Philosophy","2018-07-24 04:00:00 UTC","","",2,"2","3","Tenured faculty","Rejection","",4.0
1990,"Philosophical Quarterly","2018-07-24 04:00:00 UTC","","",0,"","3","Graduate student","Rejection","",5.0
1991,"Australasian Journal of Philosophy","2018-07-23 04:00:00 UTC","Female","White",1,"5","5","Graduate student","Rejection","",1.5
1992,"American Philosophical Quarterly","2018-07-23 04:00:00 UTC","Female","White",2,"5","5","Graduate student","Revise and resubmit","Acceptance",2.5
1993,"Thought","2018-07-23 04:00:00 UTC","Female","White",1,"3","5","Graduate student","Rejection","",3.0
1994,"Analysis","2018-07-23 04:00:00 UTC","Male","White",1,"4","4","Non-tenure track faculty","Rejection","",4.0
1995,"Philosophical Studies","2018-07-21 04:00:00 UTC","","",0,"","3","Non-tenure track faculty","Rejection","",4.0
1996,"Journal of Moral Philosophy","2018-07-20 04:00:00 UTC","","",1,"1","1","Tenure track faculty","Rejection","",6.0
1997,"Mind","2018-07-20 04:00:00 UTC","Female","White",2,"3","5","Graduate student","Rejection","",2.0
1998,"Australasian Journal of Philosophy","2018-07-18 04:00:00 UTC","Female","White",2,"4","4","Tenure track faculty","Rejection","",2.1
1999,"Synthese","2018-07-17 04:00:00 UTC","Female","",2,"3","4","Tenure track faculty","Rejection","",4.0
2000,"Mind","2018-07-17 04:00:00 UTC","","",0,"0","4","Graduate student","Rejection","",0.75
2001,"Analysis","2018-07-17 04:00:00 UTC","Male","",2,"4","3","Graduate student","Revise and resubmit","Acceptance",1.0
2002,"Thought","2018-07-17 04:00:00 UTC","","",1,"3","5","Graduate student","Rejection","",0.5
2003,"Dialectica","2018-07-16 04:00:00 UTC","Female","",5,"2","3","Non-tenure track faculty","Revise and resubmit","Rejection",5.0
2004,"Oxford Studies in Ancient Philosophy","2018-07-13 04:00:00 UTC","","",1,"4","1","Non-tenure track faculty","Rejection","",8.0
2005,"Dao","2018-07-07 04:00:00 UTC","Male","White",2,"5","4","Non-tenure track faculty","Revise and resubmit","Acceptance",3.5
2006,"Ethics","2018-07-05 04:00:00 UTC","Male","",0,"","","Tenure track faculty","Rejection","",0.5
2007,"Australasian Journal of Philosophy","2018-07-05 04:00:00 UTC","Male","White",1,"2","4","Non-tenure track faculty","Rejection","",0.25
2009,"Philosophers' Imprint","2018-07-03 04:00:00 UTC","Female","",0,"","","Graduate student","Rejection","",3.0
2010,"Acta Analytica","2018-07-02 04:00:00 UTC","","",1,"3","3","Graduate student","Rejection","",2.5
2012,"Pacific Philosophical Quarterly","2018-06-29 04:00:00 UTC","","",0,"","1","Non-tenure track faculty","Rejection","",6.0
2014,"Mind","2018-06-27 04:00:00 UTC","Male","White",1,"2","5","Tenured faculty","Rejection","",1.0
2015,"Australasian Journal of Philosophy","2018-06-27 04:00:00 UTC","Male","White",1,"4","4","Graduate student","Rejection","",2.25
2016,"Theoria","2018-06-27 04:00:00 UTC","Male","White",1,"2","2","Non-tenure track faculty","Rejection","",3.0
2017,"Analytic Philosophy","2018-06-27 04:00:00 UTC","Male","White",0,"","4","Non-tenure track faculty","Rejection","",0.25
2019,"Philosophical Quarterly","2018-06-27 04:00:00 UTC","","",0,"","","Tenured faculty","Rejection","",1.0
2020,"Oxford Studies in Ancient Philosophy","2018-06-26 04:00:00 UTC","","",1,"1","1","Tenured faculty","Rejection","",9.0
2021,"Ethical Theory and Moral Practice","2018-06-26 04:00:00 UTC","Male","White",2,"2","5","Non-tenure track faculty","Conditional acceptance","Acceptance",3.0
2023,"British Journal for the Philosophy of Science","2018-06-25 04:00:00 UTC","Male","White",2,"2","3","Non-tenure track faculty","Rejection","",1.5
2024,"Southwest Philosophy Review","2018-06-24 04:00:00 UTC","","",2,"5","4","Graduate student","Rejection","",3.0
2025,"Ratio","2018-06-24 04:00:00 UTC","","",1,"1","3","Tenure track faculty","Rejection","",2.5
2026,"Synthese","2018-06-24 04:00:00 UTC","Male","",3,"2","4","Tenured faculty","Revise and resubmit","",5.25
2027,"Philosophical Studies","2018-06-23 04:00:00 UTC","Female","Asian",1,"4","3","Graduate student","Rejection","",7.0
2028,"Philosophy and Public Affairs","2018-06-21 04:00:00 UTC","","",1,"4","4","Graduate student","Rejection","",2.0
2029,"Analysis","2018-06-21 04:00:00 UTC","","",1,"5","5","Graduate student","Rejection","",0.25
2030,"Analysis","2018-06-21 04:00:00 UTC","Male","Indigenous North, Central or South American, White",1,"4","5","Graduate student","Rejection","",0.8
2031,"Philosophical Studies","2018-06-20 04:00:00 UTC","Male","White",1,"1","3","Graduate student","Rejection","",2.5
2032,"Kant-Studien","2018-06-20 04:00:00 UTC","Male","White",1,"4","2","Tenure track faculty","Acceptance","",10.0
2033,"Philosophers' Imprint","2018-06-19 04:00:00 UTC","Male","White",0,"","5","Graduate student","Rejection","",1.0
2035,"Philosophers' Imprint","2018-06-14 04:00:00 UTC","Male","White",1,"2","3","Tenure track faculty","Rejection","",2.5
2036,"Philosophy East and West","2018-06-13 04:00:00 UTC","Male","Asian",2,"4","5","Tenure track faculty","Revise and resubmit","Acceptance",1.6
2037,"Philosophers' Imprint","2018-06-11 04:00:00 UTC","","",0,"","3","Non-tenure track faculty","Rejection","",1.0
2038,"Philosophers' Imprint","2018-06-11 04:00:00 UTC","","",0,"","","Graduate student","Rejection","",1.0
2039,"Philosophical Review","2018-06-09 04:00:00 UTC","","",0,"","3","Tenured faculty","Rejection","",0.7
2040,"British Journal for the Philosophy of Science","2018-06-08 04:00:00 UTC","Male","White",0,"","4","Tenured faculty","Rejection","",0.7
2041,"British Journal for the Philosophy of Science","2018-06-08 04:00:00 UTC","Male","White",0,"","3","Tenured faculty","Rejection","",0.7
2042,"Logique et Analyse","2018-06-08 04:00:00 UTC","","",1,"4","4","Non-tenure track faculty","Revise and resubmit","Acceptance",6.0
2043,"Linguistics and Philosophy","2018-06-08 04:00:00 UTC","","",2,"5","5","Non-tenure track faculty","Revise and resubmit","Acceptance",6.0
2044,"Synthese","2018-06-08 04:00:00 UTC","","",2,"4","4","Non-tenure track faculty","Revise and resubmit","Acceptance",7.0
2045,"Religious Studies","2018-06-07 04:00:00 UTC","","Brown",1,"2","3","Non-tenure track faculty","Conditional acceptance","",7.0
2046,"Philosophical Review","2018-06-07 04:00:00 UTC","","",2,"4","4","Graduate student","Revise and resubmit","",5.0
2047,"Review of Philosophy and Psychology","2018-06-07 04:00:00 UTC","","",2,"5","5","Non-tenure track faculty","Conditional acceptance","Acceptance",5.0
2048,"Phronesis","2018-06-06 04:00:00 UTC","","",1,"4","3","Graduate student","Rejection","",1.5
2049,"Analysis","2018-06-06 04:00:00 UTC","","",1,"5","5","Graduate student","Rejection","",0.25
2050,"Pacific Philosophical Quarterly","2018-06-06 04:00:00 UTC","Male","White",0,"","","Graduate student","Rejection","",1.0
2051,"Religious Studies","2018-06-05 04:00:00 UTC","Male","Black",1,"2","3","Tenure track faculty","Revise and resubmit","",3.95
2052,"Ethics","2018-06-05 04:00:00 UTC","","",0,"","3","Non-tenure track faculty","Rejection","",1.33
2053,"Philosophy East and West","2018-06-04 04:00:00 UTC","Male","Asian",2,"4","4","Tenure track faculty","Revise and resubmit","",1.6
2054,"Philosophy East and West","2018-06-04 04:00:00 UTC","","",2,"5","5","Non-tenure track faculty","Revise and resubmit","Acceptance",2.0
2055,"Philosophia","2018-06-04 04:00:00 UTC","","",1,"3","4","Graduate student","Revise and resubmit","Acceptance",9.0
2056,"Ethics","2018-06-04 04:00:00 UTC","Male","",0,"","3","Graduate student","Rejection","",2.0
2058,"Philosophy and Phenomenological Research","2018-05-31 04:00:00 UTC","Male","White",0,"","","Graduate student","Rejection","",3.25
2059,"Australasian Journal of Philosophy","2018-05-31 04:00:00 UTC","Female","",2,"1","4","Graduate student","Rejection","",3.0
2060,"Analysis","2018-05-31 04:00:00 UTC","Female","White",1,"4","4","Graduate student","Rejection","",2.0
2061,"Journal of Philosophical Research","2018-05-30 04:00:00 UTC","Male","Asian",2,"5","5","Tenure track faculty","Revise and resubmit","",2.5
2062,"Philosophers' Imprint","2018-05-29 04:00:00 UTC","Male","White",0,"","4","Graduate student","Rejection","",1.0
2064,"Synthese","2018-05-29 04:00:00 UTC","Female","",2,"2","4","Graduate student","Revise and resubmit","Rejection",12.0
2065,"Disputatio","2018-05-29 04:00:00 UTC","","",0,"","2","Tenured faculty","Rejection","",3.0
2067,"Philosophical Studies","2018-05-26 04:00:00 UTC","Male","Hispanic/Latina/Latino",1,"3","2","Graduate student","Revise and resubmit","Acceptance",7.0
2068,"Philosophical Studies","2018-05-25 04:00:00 UTC","","",2,"1","1","Non-tenure track faculty","Rejection","",13.0
2069,"Theoria","2018-05-25 04:00:00 UTC","","",2,"5","5","Non-tenure track faculty","Revise and resubmit","Acceptance",2.0
2070,"Philosophical Quarterly","2018-05-24 04:00:00 UTC","","",0,"","4","Non-tenure track faculty","Rejection","",1.25
2071,"Philosophical Review","2018-05-24 04:00:00 UTC","Male","White",0,"","","Tenured faculty","Rejection","",0.6
2072,"Philosophical Quarterly","2018-05-24 04:00:00 UTC","Male","White",0,"","1","Tenured faculty","Rejection","",2.0
2073,"Philosophical Studies","2018-05-24 04:00:00 UTC","Female","White",0,"","","Non-tenure track faculty","Rejection","",5.0
2074,"Philosophical Studies","2018-05-23 04:00:00 UTC","Male","White",1,"4","5","Graduate student","Acceptance","",1.7
2075,"Synthese","2018-05-23 04:00:00 UTC","Male","White",3,"4","4","Tenure track faculty","Revise and resubmit","",3.5
2076,"Pacific Philosophical Quarterly","2018-05-23 04:00:00 UTC","Female","",2,"4","5","Tenured faculty","Rejection","",3.0
2077,"Synthese","2018-05-22 04:00:00 UTC","Male","Asian",2,"4","5","Tenure track faculty","Rejection","",2.0
2078,"Thought","2018-05-19 04:00:00 UTC","Male","Hispanic/Latina/Latino, White",2,"5","5","Graduate student","Revise and resubmit","",1.0
2079,"Journal of Moral Philosophy","2018-05-18 04:00:00 UTC","","",1,"1","1","Tenure track faculty","Rejection","",6.0
2080,"International Philosophical Quarterly","2018-05-17 04:00:00 UTC","Male","",0,"","5","Graduate student","Acceptance","",3.7
2081,"Dialogue","2018-05-17 04:00:00 UTC","","",3,"4","4","Non-tenure track faculty","Revise and resubmit","Acceptance",3.0
2082,"Erkenntnis","2018-05-17 04:00:00 UTC","Male","",2,"3","3","Non-tenure track faculty","Rejection","",3.2
2083,"Analysis","2018-05-17 04:00:00 UTC","","",2,"4","2","Non-tenure track faculty","Rejection","",4.5
2085,"Canadian Journal of Philosophy","2018-05-16 04:00:00 UTC","","",1,"1","2","Non-tenure track faculty","Revise and resubmit","Rejection",9.0
2086,"Australasian Journal of Philosophy","2018-05-16 04:00:00 UTC","","",1,"1","4","Non-tenure track faculty","Rejection","",0.25
2087,"Philosophy of Science","2018-05-16 04:00:00 UTC","","",2,"2","4","Non-tenure track faculty","Rejection","",2.0
2088,"Philosophers' Imprint","2018-05-16 04:00:00 UTC","Male","Black",2,"4","2","Tenure track faculty","Rejection","",5.0
2089,"Review of Philosophy and Psychology","2018-05-16 04:00:00 UTC","Male","White",2,"1","1","Tenured faculty","Revise and resubmit","",15.0
2090,"British Journal for the History of Philosophy","2018-05-15 04:00:00 UTC","","",1,"3","5","Non-tenure track faculty","Rejection","",2.0
2091,"Philosophy of Science","2018-05-15 04:00:00 UTC","Male","White",2,"1","3","Non-tenure track faculty","Rejection","",2.5
2092,"British Journal for the Philosophy of Science","2018-05-15 04:00:00 UTC","Male","White",0,"","","Non-tenure track faculty","Rejection","",0.6
2093,"Mind","2018-05-14 04:00:00 UTC","Female","White",2,"3","3","Non-tenure track faculty","Rejection","",5.0
2094,"Australasian Journal of Philosophy","2018-05-14 04:00:00 UTC","Female","White",1,"2","","Non-tenure track faculty","Rejection","",1.0
2095,"Philosophical Quarterly","2018-05-14 04:00:00 UTC","Female","White",0,"","","Non-tenure track faculty","Rejection","",1.5
2096,"Philosophy and Phenomenological Research","2018-05-14 04:00:00 UTC","Female","White",0,"","","Non-tenure track faculty","Rejection","",2.0
2098,"Philosophical Studies","2018-05-14 04:00:00 UTC","Female","White",1,"5","5","Non-tenure track faculty","Revise and resubmit","Acceptance",1.5
2099,"Nous","2018-05-14 04:00:00 UTC","Female","White",0,"","","Non-tenure track faculty","Rejection","",2.0
2100,"Acta Analytica","2018-05-07 04:00:00 UTC","Male","",2,"3","3","Graduate student","Revise and resubmit","",6.66
2101,"Archiv für Geschichte der Philosophie","2018-05-07 04:00:00 UTC","Male","",2,"5","4","Graduate student","Revise and resubmit","",5.5
2103,"Thought","2018-05-04 04:00:00 UTC","","",2,"4","3","Tenured faculty","Revise and resubmit","",4.0
2104,"Oxford Studies in Ancient Philosophy","2018-05-03 04:00:00 UTC","Female","",0,"","1","Non-tenure track faculty","Rejection","",9.0
2105,"Journal of the History of Philosophy","2018-05-03 04:00:00 UTC","Female","",1,"3","5","Non-tenure track faculty","Rejection","",2.0
2106,"Synthese","2018-05-03 04:00:00 UTC","","",2,"5","5","Graduate student","Rejection","",3.5
2108,"British Journal for the Philosophy of Science","2018-05-01 04:00:00 UTC","Male","White",0,"0","4","Graduate student","Rejection","",0.5
2109,"Philosophical Studies","2018-05-01 04:00:00 UTC","Male","White",1,"1","4","Graduate student","Rejection","",3.0
2112,"Phronesis","2018-04-26 04:00:00 UTC","","",1,"1","4","Graduate student","Rejection","Rejection",2.0
2114,"Philosophical Quarterly","2018-04-24 04:00:00 UTC","Male","Non-native English speaker, Southern European",0,"","1","Non-tenure track faculty","Rejection","",1.0
2115,"Philosophy and Phenomenological Research","2018-04-23 04:00:00 UTC","Male","White",0,"","3","Graduate student","Rejection","",2.0
2116,"Philosophical Studies","2018-04-18 04:00:00 UTC","Male","White",1,"3","1","Non-tenure track faculty","Rejection","",8.0
2117,"Oxford Studies in Ancient Philosophy","2018-04-18 04:00:00 UTC","Male","White",1,"2","2","Tenure track faculty","Rejection","",9.5
2118,"Metaphilosophy","2018-04-16 04:00:00 UTC","Female","",1,"3","1","Tenured faculty","Rejection","",28.0
2119,"Mind","2018-04-16 04:00:00 UTC","","",0,"","2","Tenured faculty","Rejection","",3.3
2120,"Philosophy and Phenomenological Research","2018-04-16 04:00:00 UTC","","",0,"","3","Non-tenure track faculty","Rejection","",2.5
2121,"Mind","2018-04-16 04:00:00 UTC","Male","Hispanic/Latina/Latino",0,"","","Tenured faculty","Rejection","",2.75
2122,"Philosophy and Phenomenological Research","2018-04-15 04:00:00 UTC","Male","Asian",0,"","3","Tenure track faculty","Rejection","",2.17
2123,"Philosophy of Science","2018-04-15 04:00:00 UTC","","",2,"1","1","Tenured faculty","Rejection","",5.0
2124,"Philosophy and Phenomenological Research","2018-04-14 04:00:00 UTC","","",0,"","","Graduate student","Rejection","",2.1
2125,"Nous","2018-04-14 04:00:00 UTC","Male","Asian, Pacific Islander, White",0,"","5","Non-tenure track faculty","Rejection","",2.0
2126,"Philosophy of Science","2018-04-13 04:00:00 UTC","","",2,"1","3","Non-tenure track faculty","Rejection","",4.0
2127,"Social Theory and Practice","2018-04-10 04:00:00 UTC","","",1,"2","1","Graduate student","Rejection","",7.0
2128,"Philosophy and Phenomenological Research","2018-04-09 04:00:00 UTC","","",0,"","","Graduate student","Rejection","",2.1
